District,Crop,Year,Area,Production,Yield,RH2M,GWETTOP,T2M_MAX,T2M_MIN,GWETROOT,WS2M_MAX,WS2M_MIN,PRECTOTCORR
Chitwan,Millet,199900,1500,1375,917,46.06,0.36,42.75,5.32,0.45,6.72,0.04,0
Chitwan,Millet,200001,1500,1800,1200,46.44,0.35,43.65,4.65,0.44,6.7,0.02,0
Chitwan,Millet,200102,2000,2400,1200,43.56,0.31,43.8,8.19,0.39,6.74,0.02,0
Chitwan,Millet,200203,2000,2000,1000,46.06,0.34,43.48,5.3,0.41,5.77,0.02,0
Chitwan,Millet,200304,2000,1600,800,55.62,0.5,42.94,5.27,0.52,6.27,0.02,5.27
Chitwan,Millet,200405,1990,1990,1000,54.69,0.5,44.37,8.13,0.53,7.7,0.01,5.27
Chitwan,Millet,200506,1950,1950,1000,56.75,0.5,41.6,6.89,0.52,7.83,0.01,5.27
Chitwan,Millet,200607,1815,1810,997,60,0.55,41.47,5.25,0.56,5.91,0.02,5.27
Chitwan,Millet,200708,1815,1810,997,60.62,0.57,41.43,6.12,0.6,5.27,0.02,5.27
Chitwan,Millet,200809,1815,1815,1000,52.06,0.45,41.98,5.62,0.5,7.8,0.02,5.27
Chitwan,Millet,200910,1810,1868,1032,53.94,0.46,43.25,5.13,0.52,6.78,0.01,5.27
Chitwan,Millet,201011,1810,1868,1032,58.5,0.52,40.11,3.73,0.54,5.35,0.03,5.27
Chitwan,Millet,201112,1750,1750,1000,54.62,0.48,44.87,3.96,0.52,6.96,0.02,5.27
Chitwan,Millet,201213,1650,1650,1000,62.69,0.59,41.95,1.8,0.6,7.52,0.02,5.27
Chitwan,Millet,201314,1650,1600,970,59.81,0.58,42.63,5.9,0.59,7.42,0.02,5.27
Chitwan,Barley,197980,150,130,867,55.75,0.52,42.77,7.96,0.54,6.13,0.02,5.27
Chitwan,Barley,198081,90,80,889,50.12,0.43,42.8,7.01,0.46,6.93,0.02,0
Chitwan,Barley,198182,90,70,778,42.44,0.32,45.98,6.56,0.41,8.87,0.03,0
Chitwan,Barley,198283,900,900,1000,47.25,0.41,44.78,4.4,0.47,7.57,0.03,0
Chitwan,Barley,198384,100,100,1000,50.12,0.43,43.8,5.9,0.49,7.59,0.05,0
Chitwan,Barley,198485,20,20,1000,45.38,0.38,43.14,7.17,0.44,7.29,0.01,0
Chitwan,Barley,198586,300,240,800,48.12,0.42,44.19,6.68,0.48,6.97,0.05,0
Chitwan,Barley,198687,400,320,800,49,0.44,43.84,7.87,0.46,5.05,0.05,0
Chitwan,Barley,198788,300,270,900,42.94,0.34,44.61,4.87,0.42,8.17,0.02,0
Chitwan,Barley,198889,480,480,1000,47.5,0.4,44.18,7.41,0.48,6.59,0.02,0
Chitwan,Barley,199091,460,440,957,41.06,0.3,44.58,7.05,0.41,6.78,0.03,0
Chitwan,Barley,199192,470,430,915,41.44,0.31,43.73,6.38,0.41,9.12,0.03,0
Chitwan,Barley,199293,170,440,2588,41.75,0.33,44.85,6.48,0.41,7.19,0.02,0
Chitwan,Barley,199394,235,159,677,40.5,0.3,44.88,6.75,0.41,6.66,0.02,0
Chitwan,Barley,199495,190,221,1163,44.19,0.34,44.08,7.72,0.43,7.42,0.04,0
Chitwan,Barley,199596,350,202,577,46.12,0.38,44.21,7.79,0.44,9.64,0.02,0
Chitwan,Barley,199697,550,490,891,42.25,0.3,43.98,5.77,0.4,7.66,0.05,0
Chitwan,Barley,199798,550,670,1218,48.12,0.36,45.3,6.29,0.44,8.41,0.03,0
Chitwan,Barley,199899,550,605,1100,41.56,0.3,44.21,8.15,0.4,7.82,0.03,0
Chitwan,Barley,199900,400,360,900,46.06,0.36,42.75,5.32,0.45,6.72,0.04,0
Chitwan,Barley,200001,350,280,800,46.44,0.35,43.65,4.65,0.44,6.7,0.02,0
Chitwan,Barley,200102,350,280,800,43.56,0.31,43.8,8.19,0.39,6.74,0.02,0
Chitwan,Barley,200203,350,280,800,46.06,0.34,43.48,5.3,0.41,5.77,0.02,0
Chitwan,Barley,200304,350,280,800,55.62,0.5,42.94,5.27,0.52,6.27,0.02,5.27
Chitwan,Barley,200405,259,364,1405,54.69,0.5,44.37,8.13,0.53,7.7,0.01,5.27
Chitwan,Barley,200506,260,368,1415,56.75,0.5,41.6,6.89,0.52,7.83,0.01,5.27
Chitwan,Barley,200607,260,390,1500,60,0.55,41.47,5.25,0.56,5.91,0.02,5.27
Chitwan,Barley,200708,250,375,1500,60.62,0.57,41.43,6.12,0.6,5.27,0.02,5.27
Chitwan,Barley,200809,250,300,1200,52.06,0.45,41.98,5.62,0.5,7.8,0.02,5.27
Chitwan,Barley,200910,250,300,1200,53.94,0.46,43.25,5.13,0.52,6.78,0.01,5.27
Chitwan,Barley,201011,61,61,1000,58.5,0.52,40.11,3.73,0.54,5.35,0.03,5.27
Chitwan,Barley,201112,61,61,1000,54.62,0.48,44.87,3.96,0.52,6.96,0.02,5.27
Chitwan,Barley,201213,50,50,1000,62.69,0.59,41.95,1.8,0.6,7.52,0.02,5.27
Chitwan,Barley,201314,40,45,1125,59.81,0.58,42.63,5.9,0.59,7.42,0.02,5.27
Chitwan,Maize,197980,22160,32640,1473,55.75,0.52,42.77,7.96,0.54,6.13,0.02,5.27
Chitwan,Maize,198081,26200,45060,1720,50.12,0.43,42.8,7.01,0.46,6.93,0.02,0
Chitwan,Maize,198182,23600,42250,1790,42.44,0.32,45.98,6.56,0.41,8.87,0.03,0
Chitwan,Maize,198283,29000,35000,1207,47.25,0.41,44.78,4.4,0.47,7.57,0.03,0
Chitwan,Maize,198384,28200,45640,1618,50.12,0.43,43.8,5.9,0.49,7.59,0.05,0
Chitwan,Maize,198485,23010,37650,1636,45.38,0.38,43.14,7.17,0.44,7.29,0.01,0
Chitwan,Maize,198586,22020,35240,1600,48.12,0.42,44.19,6.68,0.48,6.97,0.05,0
Chitwan,Maize,198687,22030,32200,1462,49,0.44,43.84,7.87,0.46,5.05,0.05,0
Chitwan,Maize,198788,22030,40850,1854,42.94,0.34,44.61,4.87,0.42,8.17,0.02,0
Chitwan,Maize,198889,22400,40190,1794,47.5,0.4,44.18,7.41,0.48,6.59,0.02,0
Chitwan,Maize,199091,22100,46610,2109,41.06,0.3,44.58,7.05,0.41,6.78,0.03,0
Chitwan,Maize,199192,22000,39820,1810,41.44,0.31,43.73,6.38,0.41,9.12,0.03,0
Chitwan,Maize,199293,25360,44040,1737,41.75,0.33,44.85,6.48,0.41,7.19,0.02,0
Chitwan,Maize,199394,27000,44550,1650,40.5,0.3,44.88,6.75,0.41,6.66,0.02,0
Chitwan,Maize,199495,27127,56153,2070,44.19,0.34,44.08,7.72,0.43,7.42,0.04,0
Chitwan,Maize,199596,28500,59024,2071,46.12,0.38,44.21,7.79,0.44,9.64,0.02,0
Chitwan,Maize,199697,29000,63000,2172,42.25,0.3,43.98,5.77,0.4,7.66,0.05,0
Chitwan,Maize,199798,29150,65300,2240,48.12,0.36,45.3,6.29,0.44,8.41,0.03,0
Chitwan,Maize,199899,29200,64240,2200,41.56,0.3,44.21,8.15,0.4,7.82,0.03,0
Chitwan,Maize,199900,28742,61083,2125,46.06,0.36,42.75,5.32,0.45,6.72,0.04,0
Chitwan,Maize,200001,28500,61275,2150,46.44,0.35,43.65,4.65,0.44,6.7,0.02,0
Chitwan,Maize,200102,28500,61500,2158,43.56,0.31,43.8,8.19,0.39,6.74,0.02,0
Chitwan,Maize,200203,28600,47300,1654,46.06,0.34,43.48,5.3,0.41,5.77,0.02,0
Chitwan,Maize,200304,27170,60510,2227,55.62,0.5,42.94,5.27,0.52,6.27,0.02,5.27
Chitwan,Maize,200405,20450,52147,2550,54.69,0.5,44.37,8.13,0.53,7.7,0.01,5.27
Chitwan,Maize,200506,20450,44110,2157,56.75,0.5,41.6,6.89,0.52,7.83,0.01,5.27
Chitwan,Maize,200607,20650,57820,2800,60,0.55,41.47,5.25,0.56,5.91,0.02,5.27
Chitwan,Maize,200708,21150,59658,2821,60.62,0.57,41.43,6.12,0.6,5.27,0.02,5.27
Chitwan,Maize,200809,21150,59660,2821,52.06,0.45,41.98,5.62,0.5,7.8,0.02,5.27
Chitwan,Maize,200910,18050,46060,2552,53.94,0.46,43.25,5.13,0.52,6.78,0.01,5.27
Chitwan,Maize,201011,20660,52463,2539,58.5,0.52,40.11,3.73,0.54,5.35,0.03,5.27
Chitwan,Maize,201112,10000,30000,3000,54.62,0.48,44.87,3.96,0.52,6.96,0.02,5.27
Chitwan,Maize,201213,3490,10500,3009,62.69,0.59,41.95,1.8,0.6,7.52,0.02,5.27
Chitwan,Maize,201314,9750,29250,3000,59.81,0.58,42.63,5.9,0.59,7.42,0.02,5.27
Chitwan,Wheat,197980,11630,16280,1400,55.75,0.52,42.77,7.96,0.54,6.13,0.02,5.27
Chitwan,Wheat,198081,13450,18160,1350,50.12,0.43,42.8,7.01,0.46,6.93,0.02,0
Chitwan,Wheat,198182,9290,10310,1110,42.44,0.32,45.98,6.56,0.41,8.87,0.03,0
Chitwan,Wheat,198283,12110,18160,1500,47.25,0.41,44.78,4.4,0.47,7.57,0.03,0
Chitwan,Wheat,198384,12460,18690,1500,50.12,0.43,43.8,5.9,0.49,7.59,0.05,0
Chitwan,Wheat,198485,7740,12380,1599,45.38,0.38,43.14,7.17,0.44,7.29,0.01,0
Chitwan,Wheat,198586,6430,9000,1400,48.12,0.42,44.19,6.68,0.48,6.97,0.05,0
Chitwan,Wheat,198687,7900,11850,1500,49,0.44,43.84,7.87,0.46,5.05,0.05,0
Chitwan,Wheat,198788,8640,11920,1380,42.94,0.34,44.61,4.87,0.42,8.17,0.02,0
Chitwan,Wheat,198889,7010,12910,1842,47.5,0.4,44.18,7.41,0.48,6.59,0.02,0
Chitwan,Wheat,199091,6930,11640,1680,41.06,0.3,44.58,7.05,0.41,6.78,0.03,0
Chitwan,Wheat,199192,5000,11750,2350,41.44,0.31,43.73,6.38,0.41,9.12,0.03,0
Chitwan,Wheat,199293,7000,8500,1214,41.75,0.33,44.85,6.48,0.41,7.19,0.02,0
Chitwan,Wheat,199394,9100,12250,1346,40.5,0.3,44.88,6.75,0.41,6.66,0.02,0
Chitwan,Wheat,199495,10400,16016,1540,44.19,0.34,44.08,7.72,0.43,7.42,0.04,0
Chitwan,Wheat,199596,10200,19240,1886,46.12,0.38,44.21,7.79,0.44,9.64,0.02,0
Chitwan,Wheat,199697,9690,19240,1986,42.25,0.3,43.98,5.77,0.4,7.66,0.05,0
Chitwan,Wheat,199798,10000,18300,1830,48.12,0.36,45.3,6.29,0.44,8.41,0.03,0
Chitwan,Wheat,199899,8070,16000,1983,41.56,0.3,44.21,8.15,0.4,7.82,0.03,0
Chitwan,Wheat,199900,8500,13770,1620,46.06,0.36,42.75,5.32,0.45,6.72,0.04,0
Chitwan,Wheat,200001,8500,12750,1500,46.44,0.35,43.65,4.65,0.44,6.7,0.02,0
Chitwan,Wheat,200102,10100,20700,2050,43.56,0.31,43.8,8.19,0.39,6.74,0.02,0
Chitwan,Wheat,200203,10100,23700,2347,46.06,0.34,43.48,5.3,0.41,5.77,0.02,0
Chitwan,Wheat,200304,10000,25586,2559,55.62,0.5,42.94,5.27,0.52,6.27,0.02,5.27
Chitwan,Wheat,200405,8450,22000,2604,54.69,0.5,44.37,8.13,0.53,7.7,0.01,5.27
Chitwan,Wheat,200506,8760,22425.6,2560,56.75,0.5,41.6,6.89,0.52,7.83,0.01,5.27
Chitwan,Wheat,200607,9015,22520,2498,60,0.55,41.47,5.25,0.56,5.91,0.02,5.27
Chitwan,Wheat,200708,9010,23600,2619,60.62,0.57,41.43,6.12,0.6,5.27,0.02,5.27
Chitwan,Wheat,200809,9010,21004,2331,52.06,0.45,41.98,5.62,0.5,7.8,0.02,5.27
Chitwan,Wheat,200910,9010,9010,1000,53.94,0.46,43.25,5.13,0.52,6.78,0.01,5.27
Chitwan,Wheat,201011,8728,26533,3040,58.5,0.52,40.11,3.73,0.54,5.35,0.03,5.27
Chitwan,Wheat,201112,8750,27125,3100,54.62,0.48,44.87,3.96,0.52,6.96,0.02,5.27
Chitwan,Wheat,201213,8750,30125,3443,62.69,0.59,41.95,1.8,0.6,7.52,0.02,5.27
Chitwan,Wheat,201314,8550,29899,3497,59.81,0.58,42.63,5.9,0.59,7.42,0.02,5.27
Rautahat,Paddy,197980,69430,108270,1559,58.81,0.52,45.68,7.26,0.54,8.33,0.05,5.27
Rautahat,Paddy,198081,66880,119050,1780,52.5,0.42,44.35,5.91,0.45,9.02,0.02,0
Rautahat,Paddy,198182,60570,109030,1800,43.19,0.3,47.87,6.25,0.39,8.79,0.02,0
Rautahat,Paddy,198283,58660,55440,945,51.12,0.44,46.69,4.54,0.49,9.52,0.05,5.27
Rautahat,Paddy,198384,58810,97570,1659,54.06,0.48,45.77,5.6,0.55,8.05,0.03,5.27
Rautahat,Paddy,198485,56050,98760,1762,51.69,0.43,45.19,3.69,0.48,9.27,0.02,0
Rautahat,Paddy,198586,59620,101350,1700,53.56,0.48,46.02,4.7,0.55,8.34,0.05,5.27
Rautahat,Paddy,198687,58350,78550,1346,53.06,0.47,46.3,6.02,0.5,9.31,0.02,5.27
Rautahat,Paddy,198788,56000,103910,1856,45.88,0.36,45.81,4.3,0.42,9.38,0.05,0
Rautahat,Paddy,198889,54990,110190,2004,50.12,0.41,46.28,6.13,0.48,9.12,0.02,5.27
Rautahat,Paddy,199091,52440,95700,1825,44.56,0.33,46.68,5.71,0.41,8.61,0.02,0
Rautahat,Paddy,199192,52280,93570,1790,42.94,0.32,45.55,5.57,0.41,9.5,0.02,0
Rautahat,Paddy,199293,52150,88650,1700,46.12,0.36,47.13,4.95,0.43,10.98,0.02,0
Rautahat,Paddy,199394,48271,104940,2174,45.5,0.36,46.32,5.67,0.43,11.16,0.05,0
Rautahat,Paddy,199495,46000,85100,1850,48.06,0.38,46.31,5.85,0.45,8.93,0.04,0
Rautahat,Paddy,199596,48600,110780,2279,50.94,0.43,46.71,4.12,0.48,8.9,0.02,0
Rautahat,Paddy,199697,48200,110470,2292,49.94,0.41,46.17,4.89,0.47,8.66,0.03,5.27
Rautahat,Paddy,199798,47500,116380,2450,54.44,0.43,48.06,4.58,0.48,8.02,0.02,0
Rautahat,Paddy,199899,42250,80500,1905,47.44,0.36,46.37,7.41,0.43,10.02,0.02,0
Rautahat,Paddy,199900,48951,115380,2357,50.56,0.41,44.87,4.52,0.48,9.38,0.02,5.27
Rautahat,Paddy,200001,51250,128125,2500,52.75,0.44,45.73,4.39,0.48,10.28,0.03,5.27
Rautahat,Paddy,200102,50400,140374,2785,51.38,0.38,44.16,6.06,0.43,8.18,0.02,0
Rautahat,Paddy,200203,49570,131850,2660,53.12,0.4,45.12,3.88,0.45,8.13,0.04,0
Rautahat,Paddy,200304,49570,138800,2800,56.06,0.46,45.2,5.76,0.48,9.54,0.05,5.27
Rautahat,Paddy,200405,50591,128186,2534,55.75,0.45,46.85,6.84,0.48,10.3,0.02,5.27
Rautahat,Paddy,200506,48500,112805,2326,57.06,0.47,43.69,5.16,0.5,8.34,0.02,5.27
Rautahat,Paddy,200607,48400,107932,2230,62.38,0.55,43.87,4.29,0.58,9.45,0.03,5.27
Rautahat,Paddy,200708,46800,113856,2433,64.38,0.59,43.05,5.05,0.62,7.22,0.02,5.27
Rautahat,Paddy,200809,46800,124480,2660,54.25,0.43,44.55,5.78,0.48,8.05,0.06,0
Rautahat,Paddy,200910,45396,112200,2472,55.56,0.43,44.81,5.53,0.48,7.88,0.01,5.27
Rautahat,Paddy,201011,42396,112391.796,2651,60.06,0.49,42.98,3.92,0.52,9.02,0.02,5.27
Rautahat,Paddy,201112,40650,136177.5,3350,55.75,0.45,47.48,3.65,0.49,8.16,0.01,5.27
Rautahat,Paddy,201213,30125,67575,2243,61.12,0.5,43.97,0.44,0.52,7.41,0,5.27
Rautahat,Paddy,201314,30500,95607,3135,59.75,0.51,45.28,4.71,0.54,8.23,0.04,5.27
Rautahat,Millet,197980,550,480,873,58.81,0.52,45.68,7.26,0.54,8.33,0.05,5.27
Rautahat,Millet,198081,560,500,893,52.5,0.42,44.35,5.91,0.45,9.02,0.02,0
Rautahat,Millet,198182,560,500,893,43.19,0.3,47.87,6.25,0.39,8.79,0.02,0
Rautahat,Millet,198283,560,500,893,51.12,0.44,46.69,4.54,0.49,9.52,0.05,5.27
Rautahat,Millet,198384,560,560,1000,54.06,0.48,45.77,5.6,0.55,8.05,0.03,5.27
Rautahat,Millet,198485,580,580,1000,51.69,0.43,45.19,3.69,0.48,9.27,0.02,0
Rautahat,Millet,198586,740,520,703,53.56,0.48,46.02,4.7,0.55,8.34,0.05,5.27
Rautahat,Millet,198687,700,650,929,53.06,0.47,46.3,6.02,0.5,9.31,0.02,5.27
Rautahat,Millet,198788,500,500,1000,45.88,0.36,45.81,4.3,0.42,9.38,0.05,0
Rautahat,Millet,198889,510,520,1020,50.12,0.41,46.28,6.13,0.48,9.12,0.02,5.27
Rautahat,Millet,199091,510,610,1196,44.56,0.33,46.68,5.71,0.41,8.61,0.02,0
Rautahat,Millet,199192,510,630,1235,42.94,0.32,45.55,5.57,0.41,9.5,0.02,0
Rautahat,Millet,199293,550,660,1200,46.12,0.36,47.13,4.95,0.43,10.98,0.02,0
Rautahat,Millet,199394,100,120,1200,45.5,0.36,46.32,5.67,0.43,11.16,0.05,0
Rautahat,Millet,199495,100,120,1200,48.06,0.38,46.31,5.85,0.45,8.93,0.04,0
Rautahat,Millet,199596,100,120,1200,50.94,0.43,46.71,4.12,0.48,8.9,0.02,0
Rautahat,Millet,199697,110,130,1182,49.94,0.41,46.17,4.89,0.47,8.66,0.03,5.27
Rautahat,Millet,199798,110,130,1182,54.44,0.43,48.06,4.58,0.48,8.02,0.02,0
Rautahat,Millet,199899,110,130,1182,47.44,0.36,46.37,7.41,0.43,10.02,0.02,0
Rautahat,Millet,199900,110,130,1182,50.56,0.41,44.87,4.52,0.48,9.38,0.02,5.27
Rautahat,Millet,200001,80,96,1200,52.75,0.44,45.73,4.39,0.48,10.28,0.03,5.27
Rautahat,Millet,200102,80,96,1200,51.38,0.38,44.16,6.06,0.43,8.18,0.02,0
Rautahat,Millet,200203,75,75,1000,53.12,0.4,45.12,3.88,0.45,8.13,0.04,0
Rautahat,Millet,200304,75,75,1000,56.06,0.46,45.2,5.76,0.48,9.54,0.05,5.27
Rautahat,Millet,200405,75,75,1000,55.75,0.45,46.85,6.84,0.48,10.3,0.02,5.27
Rautahat,Millet,200506,75,75,1000,57.06,0.47,43.69,5.16,0.5,8.34,0.02,5.27
Rautahat,Millet,200607,75,75,1000,62.38,0.55,43.87,4.29,0.58,9.45,0.03,5.27
Rautahat,Millet,200708,70,56,800,64.38,0.59,43.05,5.05,0.62,7.22,0.02,5.27
Rautahat,Millet,200809,60,54,900,54.25,0.43,44.55,5.78,0.48,8.05,0.06,0
Rautahat,Millet,200910,60,65,1083,55.56,0.43,44.81,5.53,0.48,7.88,0.01,5.27
Rautahat,Millet,201011,60,45,750,60.06,0.49,42.98,3.92,0.52,9.02,0.02,5.27
Rautahat,Millet,201112,60,51,850,55.75,0.45,47.48,3.65,0.49,8.16,0.01,5.27
Rautahat,Millet,201213,60,51,850,61.12,0.5,43.97,0.44,0.52,7.41,0,5.27
Rautahat,Millet,201314,60,52,867,59.75,0.51,45.28,4.71,0.54,8.23,0.04,5.27
Rautahat,Barley,197980,2400,2210,921,58.81,0.52,45.68,7.26,0.54,8.33,0.05,5.27
Rautahat,Barley,198081,2400,2130,888,52.5,0.42,44.35,5.91,0.45,9.02,0.02,0
Rautahat,Barley,198182,2400,2160,900,43.19,0.3,47.87,6.25,0.39,8.79,0.02,0
Rautahat,Barley,198283,740,740,1000,51.12,0.44,46.69,4.54,0.49,9.52,0.05,5.27
Rautahat,Barley,198384,2050,2050,1000,54.06,0.48,45.77,5.6,0.55,8.05,0.03,5.27
Rautahat,Barley,198485,2000,1800,900,51.69,0.43,45.19,3.69,0.48,9.27,0.02,0
Rautahat,Barley,198586,740,700,946,53.56,0.48,46.02,4.7,0.55,8.34,0.05,5.27
Rautahat,Barley,198687,780,750,962,53.06,0.47,46.3,6.02,0.5,9.31,0.02,5.27
Rautahat,Barley,198788,740,740,1000,45.88,0.36,45.81,4.3,0.42,9.38,0.05,0
Rautahat,Barley,198889,720,700,972,50.12,0.41,46.28,6.13,0.48,9.12,0.02,5.27
Rautahat,Barley,199091,710,700,986,44.56,0.33,46.68,5.71,0.41,8.61,0.02,0
Rautahat,Barley,199192,700,680,971,42.94,0.32,45.55,5.57,0.41,9.5,0.02,0
Rautahat,Barley,199293,50,640,12800,46.12,0.36,47.13,4.95,0.43,10.98,0.02,0
Rautahat,Barley,199394,50,49,980,45.5,0.36,46.32,5.67,0.43,11.16,0.05,0
Rautahat,Barley,199495,300,49,163,48.06,0.38,46.31,5.85,0.45,8.93,0.04,0
Rautahat,Barley,199596,300,300,1000,50.94,0.43,46.71,4.12,0.48,8.9,0.02,0
Rautahat,Barley,199697,300,300,1000,49.94,0.41,46.17,4.89,0.47,8.66,0.03,5.27
Rautahat,Barley,199798,300,330,1100,54.44,0.43,48.06,4.58,0.48,8.02,0.02,0
Rautahat,Barley,199899,710,330,465,47.44,0.36,46.37,7.41,0.43,10.02,0.02,0
Rautahat,Barley,199900,180,178,989,50.56,0.41,44.87,4.52,0.48,9.38,0.02,5.27
Rautahat,Barley,200001,180,178,989,52.75,0.44,45.73,4.39,0.48,10.28,0.03,5.27
Rautahat,Barley,200102,160,140,875,51.38,0.38,44.16,6.06,0.43,8.18,0.02,0
Rautahat,Barley,200203,184,152,826,53.12,0.4,45.12,3.88,0.45,8.13,0.04,0
Rautahat,Barley,200304,180,150,833,56.06,0.46,45.2,5.76,0.48,9.54,0.05,5.27
Rautahat,Barley,200405,52,52,1000,55.75,0.45,46.85,6.84,0.48,10.3,0.02,5.27
Rautahat,Barley,200506,52,52,1000,57.06,0.47,43.69,5.16,0.5,8.34,0.02,5.27
Rautahat,Barley,200607,52,52,1000,62.38,0.55,43.87,4.29,0.58,9.45,0.03,5.27
Rautahat,Barley,200708,52,52,1000,64.38,0.59,43.05,5.05,0.62,7.22,0.02,5.27
Rautahat,Barley,200809,52,52,1000,54.25,0.43,44.55,5.78,0.48,8.05,0.06,0
Rautahat,Barley,200910,52,52,1000,55.56,0.43,44.81,5.53,0.48,7.88,0.01,5.27
Rautahat,Barley,201011,52,52,1000,60.06,0.49,42.98,3.92,0.52,9.02,0.02,5.27
Rautahat,Barley,201112,5,5,1000,55.75,0.45,47.48,3.65,0.49,8.16,0.01,5.27
Rautahat,Barley,201213,5,5,1000,61.12,0.5,43.97,0.44,0.52,7.41,0,5.27
Rautahat,Barley,201314,5,5,1000,59.75,0.51,45.28,4.71,0.54,8.23,0.04,5.27
Rautahat,Maize,197980,2000,2880,1440,58.81,0.52,45.68,7.26,0.54,8.33,0.05,5.27
Rautahat,Maize,198081,2060,3300,1602,52.5,0.42,44.35,5.91,0.45,9.02,0.02,0
Rautahat,Maize,198182,2060,3300,1602,43.19,0.3,47.87,6.25,0.39,8.79,0.02,0
Rautahat,Maize,198283,4560,7900,1732,51.12,0.44,46.69,4.54,0.49,9.52,0.05,5.27
Rautahat,Maize,198384,4760,10050,2111,54.06,0.48,45.77,5.6,0.55,8.05,0.03,5.27
Rautahat,Maize,198485,3600,7600,2111,51.69,0.43,45.19,3.69,0.48,9.27,0.02,0
Rautahat,Maize,198586,5870,8210,1399,53.56,0.48,46.02,4.7,0.55,8.34,0.05,5.27
Rautahat,Maize,198687,5880,8240,1401,53.06,0.47,46.3,6.02,0.5,9.31,0.02,5.27
Rautahat,Maize,198788,3970,5980,1506,45.88,0.36,45.81,4.3,0.42,9.38,0.05,0
Rautahat,Maize,198889,2700,5240,1941,50.12,0.41,46.28,6.13,0.48,9.12,0.02,5.27
Rautahat,Maize,199091,4910,9980,2033,44.56,0.33,46.68,5.71,0.41,8.61,0.02,0
Rautahat,Maize,199192,4910,10180,2073,42.94,0.32,45.55,5.57,0.41,9.5,0.02,0
Rautahat,Maize,199293,4950,9850,1990,46.12,0.36,47.13,4.95,0.43,10.98,0.02,0
Rautahat,Maize,199394,4800,8846,1843,45.5,0.36,46.32,5.67,0.43,11.16,0.05,0
Rautahat,Maize,199495,4850,9084,1873,48.06,0.38,46.31,5.85,0.45,8.93,0.04,0
Rautahat,Maize,199596,4860,8748,1800,50.94,0.43,46.71,4.12,0.48,8.9,0.02,0
Rautahat,Maize,199697,5000,9000,1800,49.94,0.41,46.17,4.89,0.47,8.66,0.03,5.27
Rautahat,Maize,199798,4965,9930,2000,54.44,0.43,48.06,4.58,0.48,8.02,0.02,0
Rautahat,Maize,199899,5000,9000,1800,47.44,0.36,46.37,7.41,0.43,10.02,0.02,0
Rautahat,Maize,199900,4965,9930,2000,50.56,0.41,44.87,4.52,0.48,9.38,0.02,5.27
Rautahat,Maize,200001,3350,6030,1800,52.75,0.44,45.73,4.39,0.48,10.28,0.03,5.27
Rautahat,Maize,200102,3350,5360,1600,51.38,0.38,44.16,6.06,0.43,8.18,0.02,0
Rautahat,Maize,200203,2950,5251,1780,53.12,0.4,45.12,3.88,0.45,8.13,0.04,0
Rautahat,Maize,200304,2950,5015,1700,56.06,0.46,45.2,5.76,0.48,9.54,0.05,5.27
Rautahat,Maize,200405,2440,4650,1906,55.75,0.45,46.85,6.84,0.48,10.3,0.02,5.27
Rautahat,Maize,200506,2440,4650,1906,57.06,0.47,43.69,5.16,0.5,8.34,0.02,5.27
Rautahat,Maize,200607,2694,5298,1967,62.38,0.55,43.87,4.29,0.58,9.45,0.03,5.27
Rautahat,Maize,200708,2694,4850,1800,64.38,0.59,43.05,5.05,0.62,7.22,0.02,5.27
Rautahat,Maize,200809,2694,5050,1875,54.25,0.43,44.55,5.78,0.48,8.05,0.06,0
Rautahat,Maize,200910,2655,4637,1747,55.56,0.43,44.81,5.53,0.48,7.88,0.01,5.27
Rautahat,Maize,201011,4950,4964.5,1003,60.06,0.49,42.98,3.92,0.52,9.02,0.02,5.27
Rautahat,Maize,201112,1680,5292,3150,55.75,0.45,47.48,3.65,0.49,8.16,0.01,5.27
Rautahat,Maize,201213,1680,5544,3300,61.12,0.5,43.97,0.44,0.52,7.41,0,5.27
Rautahat,Maize,201314,1700,5500,3235,59.75,0.51,45.28,4.71,0.54,8.23,0.04,5.27
Rautahat,Wheat,197980,16250,19500,1200,58.81,0.52,45.68,7.26,0.54,8.33,0.05,5.27
Rautahat,Wheat,198081,13800,15730,1140,52.5,0.42,44.35,5.91,0.45,9.02,0.02,0
Rautahat,Wheat,198182,13800,15180,1100,43.19,0.3,47.87,6.25,0.39,8.79,0.02,0
Rautahat,Wheat,198283,24710,17300,700,51.12,0.44,46.69,4.54,0.49,9.52,0.05,5.27
Rautahat,Wheat,198384,21530,25840,1200,54.06,0.48,45.77,5.6,0.55,8.05,0.03,5.27
Rautahat,Wheat,198485,18300,19210,1050,51.69,0.43,45.19,3.69,0.48,9.27,0.02,0
Rautahat,Wheat,198586,16470,21410,1300,53.56,0.48,46.02,4.7,0.55,8.34,0.05,5.27
Rautahat,Wheat,198687,17500,23000,1314,53.06,0.47,46.3,6.02,0.5,9.31,0.02,5.27
Rautahat,Wheat,198788,18990,26590,1400,45.88,0.36,45.81,4.3,0.42,9.38,0.05,0
Rautahat,Wheat,198889,18780,27780,1479,50.12,0.41,46.28,6.13,0.48,9.12,0.02,5.27
Rautahat,Wheat,199091,28530,28730,1007,44.56,0.33,46.68,5.71,0.41,8.61,0.02,0
Rautahat,Wheat,199192,18700,28160,1506,42.94,0.32,45.55,5.57,0.41,9.5,0.02,0
Rautahat,Wheat,199293,19875,27180,1368,46.12,0.36,47.13,4.95,0.43,10.98,0.02,0
